,Eigen-Patient
HCCS,0.033218354389084145
ST6GALNAC4,0.03324686544185442
ANKRD36C,0.033265883412428456
LY6G5B,0.03336157806974678
WNT2B,0.03337049084021429
EDIL3,0.03345147753459658
ZNF296,0.0334892461982064
NTN4,0.033493117662276535
VILL,0.03356573190237463
TRIM46,0.033650972781921834
LONRF1,0.03369660771044526
SH3BGRL2,0.03370145307342984
FBXO5,0.03371467675262445
CCNA2,0.0337392521230777
TMEM117,0.03381786918257657
DENND5B,0.0338614734813668
RINL,0.03387635581150089
SIX5,0.03388159506701454
PLEKHA8,0.03393342444170728
FBLN7,0.033947133223134814
ZFAND2A,0.03395482647048327
PLCH2,0.03403032705597001
HAUS8,0.03406787494162713
SLC35E4,0.034111349132110814
TVP23C-CDRT4,0.03415065794694175
PDSS1,0.034344905416197946
ZKSCAN7,0.03435978194817085
SLC25A30,0.03438772212819151
MARK1,0.03439877579768953
POP1,0.03439992239341603
ZNF124,0.03443506229774018
RAD51B,0.034460762614902565
WWC2,0.03448649229658397
FAM46B,0.03452764897041723
DNLZ,0.03454031333731981
MSX1,0.0345495514956062
EHHADH,0.03457090879470245
MDN1,0.03458155009795855
SLC16A13,0.03460230873217893
SNCG,0.034665751243360715
BAZ1A,0.03469321136474979
C1orf213,0.03478710952483384
PKN3,0.03479592027381316
PCDHB4,0.03482511371527093
GOLGA8B,0.034836326609950015
PHLDA2,0.03483646796966787
CDR2L,0.0348400498991879
ATF7IP2,0.03484998234699417
TOP1MT,0.03491099549181324
DBF4,0.03492119026826334
CDK3,0.03499299823601389
OAZ3,0.03503006019205558
MROH6,0.035092779704531264
ITGA10,0.03510514437285039
IFNLR1,0.03513166600742095
NGEF,0.035145128063094874
ZSCAN12,0.035256466483729675
ZNF501,0.035264196276012114
STARD13,0.03534733343131451
ORC1,0.035415608015767396
GTF3C6,0.035448564674771726
DENND2A,0.035497283823867354
OXTR,0.035499611837041416
HYOU1,0.03555464211390164
LCA5,0.03556117184717372
RPUSD3,0.03559501804348381
OXCT1,0.03560605221002039
ZBTB18,0.035616684532365384
TFPT,0.03564264166698114
MED30,0.035662531681011175
C19orf47,0.03566684071320678
HSD11B1L,0.035683532232518626
BDKRB2,0.03574634295642612
KALRN,0.03576019318738771
ZNF93,0.035781008544351164
C21orf67,0.035788004470822254
LAGE3,0.0358063323829498
VWA1,0.03581284711771939
BEND7,0.03584269849057995
RNF180,0.0359134068735056
GALK1,0.03592795325557538
RGPD8,0.03592933724648114
ATXN7L2,0.0359609184341197
FAM83D,0.03598990397384719
FZD2,0.03601679771435486
PARP10,0.036024243960825326
C1orf159,0.03604656640071024
SLCO3A1,0.03605399763269704
TMEM91,0.036056474544698375
FUT10,0.03610091755981754
ADHFE1,0.03610927742510073
PRDM11,0.036112495134602775
TEX30,0.03614030753643477
ASNS,0.03627700301823976
RFXAP,0.036321563736218004
TMEM180,0.03638521545309308
HEY1,0.03638954522969676
TOMM7,0.03640916340593405
RTEL1-TNFRSF6B,0.03643613667374897
ADORA2A,0.03645326175312085
BORA,0.03647124802462003
TTLL3,0.036496790533000485
PCDHB16,0.03650029011220861
FBXL8,0.03660063822269918
SPTB,0.036620428719577346
RGPD5,0.03662727547167946
KCNJ8,0.03664385044745749
NUAK2,0.03667876242790914
CCDC180,0.03670093627126106
PDE3A,0.036716788472406156
CHEK2,0.03674779578650088
AMOT,0.036768575428295064
SEMA6C,0.03678785046401857
SUV39H2,0.03679349924464929
STYK1,0.036804475623848344
ATL1,0.03687545264470789
NR3C2,0.03690941767635178
MC1R,0.03694099791731522
H2AFX,0.03700354152479714
F8,0.03701802006459526
AMT,0.0370716025326413
AP1S3,0.037072953484670615
B4GALT6,0.03716588236470786
B3GNTL1,0.037369688799687585
AC006449.1,0.03745346349102303
RIPK3,0.03745954746396545
MINOS1-NBL1,0.03747964322339643
NRM,0.037483680277438654
FAM117A,0.03752328736838897
C11orf82,0.03752922236858224
PLLP,0.037583268102374515
HFE,0.03758693629388763
PYGO1,0.037612318755380354
GADD45G,0.03761330317554995
TBC1D3,0.03761642554945155
UCK2,0.03765015042072679
SNX22,0.03767567767878655
E2F8,0.03771060588054107
ZFP69B,0.03773664176133136
EDA2R,0.037748060558001104
CDK18,0.03780805516093991
RPP40,0.03784393766045641
PRSS16,0.0378685519706759
TGFBR3,0.03788102016306071
BRCA2,0.03792546671548114
MYZAP,0.03795525618549581
CBX6,0.03798272627622107
CHORDC1,0.03799018994339281
ZNF711,0.038018320741226276
C7orf13,0.03805646343226702
ARHGAP29,0.03810334190244194
AUNIP,0.03812345591498699
KLHL17,0.03815690239817558
PUSL1,0.038255036889680676
C5orf34,0.038261550016526695
PPP2R1B,0.03832082615032825
SPSB2,0.03833704576184472
CCDC122,0.03834823652466393
RTN4R,0.038356601384623004
TMEM189,0.038373597551635365
EFNA4,0.038374106639894136
PSMG1,0.03837928479907959
NUDT18,0.038430032036298065
ANKRD27,0.03844448675230051
CTF1,0.03849914905791698
FBXL18,0.03852444025668888
KIAA1683,0.038529284333485715
PRSS22,0.03854285732337801
CCDC163P,0.03858614722807163
SDF2L1,0.03864239408833091
FAM72A,0.03864866637599506
FBXL15,0.03866000493449566
GOLT1B,0.0386878096469932
ZNF726,0.03869083140816504
CDKN2D,0.038710946614112576
ATL2,0.03872092726268548
ANKRD37,0.03873517769882594
ZNF738,0.038753877351665474
BMP8B,0.03877312233995146
PAX9,0.038789454707040316
MOCS1,0.038797411999915106
ZNF662,0.03881715016370944
AGAP10,0.03885133512611511
PSMB3,0.03885139289305843
UBBP4,0.038860549944900735
MTFP1,0.038865813921335
ZNF519,0.038931800559874476
ZNF426,0.03896548579703831
EGFL8,0.03900122221109531
ARHGAP11B,0.03901549466471385
KIAA1524,0.03902739520615149
PDCD2L,0.03906445615252026
CDT1,0.03910647046193461
JMJD7-PLA2G4B,0.03911413681699089
ZNF613,0.03917892911632632
ZNF350,0.03918471623265917
ZNF579,0.03920856885244708
DEPDC1B,0.039234547982303164
TMPRSS13,0.039256538534832866
PLCD3,0.03929289445030192
TIAM1,0.0393071712539101
ZNF382,0.039374475512682236
YY2,0.039398127057073296
GDF11,0.03941903843742002
PRX,0.03945808621075291
OIP5,0.03946480746417537
GSDMD,0.03949475674843023
MXD3,0.03953359978862854
DNMT3B,0.039537782155027616
GPR157,0.03954435670941376
HJURP,0.03955908087393979
C6orf226,0.03956318288956887
USP43,0.03959205596750993
ARHGEF39,0.039599410326800796
ORC6,0.039603268828800386
TMEM206,0.03965252891647472
KCNMB3,0.03968971423667821
GAS2L3,0.03969862196564945
RASGRP1,0.03973541796363512
PIGZ,0.03976208808116
CCDC138,0.039775394797261124
RASSF3,0.03978491240661227
SP4,0.0398178563492891
TMEM55A,0.03982161774226199
ZNF596,0.03985409762706912
C19orf40,0.039859792528999245
INCENP,0.03986877896759694
BBC3,0.03987038764065014
SPRN,0.03993236604865906
VANGL2,0.0399346568991793
RAD54L,0.03995595011319799
ANKRD9,0.039966073280940685
LRFN1,0.03998105296442988
PDF,0.03999151033253219
SPC24,0.04001926714404067
ADAM22,0.040027700718341656
ZNF490,0.040049913508603006
RFX2,0.04005180172713125
ZNF471,0.040069951139948184
ZNF670,0.0400769336725745
FBXO27,0.04008516009893932
METTL12,0.040088964973097135
ANKRD36,0.040094980158612153
KLHL15,0.04017165875621324
CEMP1,0.0402090897379537
ZNF132,0.040241415792127734
SAP30,0.04025038598763756
GTSE1,0.04028052366463158
ZNF778,0.04029498776791289
HYAL3,0.040297853970773165
FGFRL1,0.04038372017996483
NRARP,0.04039799074263486
PRR19,0.04040491624644201
HOXD8,0.04040650476840011
PLEKHG6,0.040421139961568125
ERCC6L,0.04042749879293551
RTN4RL2,0.040441713930694824
GHR,0.04046827716071898
ZNF774,0.040486722525572616
DONSON,0.040492634027226804
COMTD1,0.04052968788748708
C17orf107,0.040546979527887425
SPAG4,0.04056718806752127
STK32C,0.04056845765121574
PCCA,0.040605036135298006
PARD6G,0.04064627300705793
TBCC,0.0407119584675031
TCP11L2,0.04073546895033815
PPM1L,0.04075227799182507
GINS3,0.04075722013191363
ALG10,0.04077793362621482
PYROXD2,0.040799701016699996
FAM189A2,0.040813864996069635
FAM64A,0.040875117376333904
HUNK,0.04088654004385067
TYMS,0.04089438265863855
ZCWPW1,0.04095461991819473
ZDHHC2,0.04096836665921658
MMP15,0.0409920952578133
RP9,0.04102016031728908
IL17D,0.04102864661834137
RP11-500M8.7,0.041033479916018495
BOLA2,0.0410755238548188
PTDSS1,0.041110238654772875
FAM71E1,0.041137376507026986
ZNF717,0.04114663275273693
PTS,0.04115352652737028
SLC25A33,0.041174091828421314
CEP72,0.04126469901173673
ZNF763,0.041364838796566446
ZNF8,0.04143437041712085
MTRNR2L12,0.041438162382754044
RALGAPA2,0.04144639297075711
CDH24,0.04152983745798851
MATN3,0.04156973130161854
GRIP1,0.04166307169706469
TBC1D31,0.04166619834561167
NHS,0.04169939369688268
CCNJ,0.04176639420813118
USP51,0.04176674198776241
CENPI,0.04177433268659335
PPP1R3F,0.04181029255399016
SARDH,0.04181897901636994
COBLL1,0.04182200070828052
CENPL,0.04184762581007013
SGOL1,0.041849352746436454
B3GNT8,0.041892489284018314
CDK12,0.04190353452511295
MSH5,0.041910670733949364
PSPH,0.04200426196733112
AGAP2-AS1,0.04205123828023581
TIPARP,0.04206743621397855
C10orf12,0.042102690209541604
ADCK5,0.042186381725308954
ZNF577,0.04232438866603161
PRIM2,0.04235422701074165
HMBOX1,0.042402066935079974
ABHD16B,0.042445267074076136
C1orf74,0.042456927429801915
FAM89A,0.042482234979920645
GPR125,0.04251932882098015
SKA1,0.042519954387158665
PPP2R3B,0.04256205853429667
DEPDC1,0.04257294947589149
GYLTL1B,0.042576492097662844
CLSPN,0.04263548402435944
KRBA2,0.04264523651847633
L3MBTL1,0.042686246889819715
DNAJC22,0.04269068594918345
F12,0.0427118161062093
WDR27,0.042737172660484136
LIN9,0.04275286533004099
PACSIN1,0.0427993161728286
PTRH1,0.04280059065762863
FAM86B1,0.042853094439731995
CMSS1,0.042863566290982785
SAC3D1,0.042965984903393116
SKA3,0.04299039120069124
DDX60,0.04305166118946973
ADCK3,0.043059028595482704
TRNP1,0.04323284691897245
GABBR1,0.04323395682701729
CBWD3,0.043292043795351204
TOMM40,0.0433400263756486
C21orf119,0.043341681219131206
TDRP,0.04335598766092749
FJX1,0.043365946267534705
ZNF610,0.04339811132534938
CENPM,0.043417986431229134
NBEAL1,0.04343369165486924
CHEK1,0.04345768166679556
TMEM79,0.04350980754452428
CDC25A,0.043537634614120246
GGH,0.0435428968220686
NHLRC1,0.043545500367689505
GPR39,0.04357857611226416
HELZ2,0.043625364132907525
C5orf55,0.043634665882205714
CENPK,0.04365237492921251
TSGA10,0.04365377704159067
C4orf46,0.0437049597141349
TICRR,0.043718508658386716
NOP2,0.043742494656614006
P2RY2,0.04374673764730699
FMOD,0.04376018085453637
CCDC77,0.04378174963054328
ZNF219,0.04379334610698727
SLC25A22,0.04379544319205002
CCT6B,0.04383113055288633
CNTN4,0.043835016054899
LRRC61,0.04389894692595156
PTBP2,0.04389912984312404
ST3GAL4,0.04392189837544105
FAM47E-STBD1,0.04396384077793021
SLC25A25,0.04398642327838543
CCSAP,0.04401216403008241
TGIF2-C20orf24,0.044019289763659875
PWWP2B,0.04403105943441221
BEND3,0.0440851628143199
TBC1D3F,0.044176442396718196
EME1,0.044187665982781385
MMP17,0.044197900287419385
HEXDC,0.044206859636981156
KIF14,0.04422003780968967
C4orf21,0.04426020405239396
NUDT17,0.04430651383882683
PDP2,0.04432723583416051
AGPAT5,0.04433282104879678
SMIM13,0.044359837488345356
PSRC1,0.04436253801451463
SLC26A6,0.044391138196455904
SNF8,0.04440221212450849
SPATC1L,0.04447700290700129
MCM6,0.04450210616713549
ACTR5,0.044503605397098245
POLQ,0.04453554594869989
RAD51,0.04454971735755862
MAGIX,0.04455333036124527
MLTK,0.044573409332133516
SAMD10,0.044607302062518304
CDC45,0.04461231397980072
DIAPH3,0.04464076298968326
DTWD1,0.04465937747029097
PPFIA3,0.04467605381839843
CDKN3,0.04469165677545247
SPC25,0.044814595032347006
SLC29A3,0.044826363167060665
FAXDC2,0.044840695373835886
C11orf63,0.04486093520499014
CCNB2,0.044899081591774755
CARS2,0.04489934527798528
RAMP2,0.044910909091150635
MAP6,0.045059778181735885
PHTF1,0.045063639288463825
SPPL2A,0.04509061548551268
MED24,0.045137455459013265
PANK1,0.045139762791181766
XRCC2,0.04518107786979876
XYLB,0.04519427197646018
ADAMTS13,0.04529440089006802
MCM8,0.04530302560374266
ZYG11A,0.045332224350356304
NUDCD1,0.045388480143111906
MOCOS,0.045413478895762215
ARMCX4,0.045438027569249216
GNL3L,0.045457131595780347
ADAP1,0.0454592631584511
NME2,0.045467361728919936
C17orf53,0.045492543358215204
PLCB1,0.04552890412212206
FBXO16,0.045561200440323385
FOXO6,0.045562183734555374
MRPL15,0.04561071997778564
ESCO2,0.04561342476754184
KIF18A,0.045619907472189816
HOXC9,0.045628475879722845
SNRPA1,0.04570128603777491
TBC1D7,0.045715097781703316
MTBP,0.045717616885050494
CCDC19,0.045720075450488354
ACAP3,0.04584844494172132
MYO15B,0.04590344646895749
AMIGO3,0.04590649705518106
ME3,0.045942244163488626
ZDBF2,0.045964591003183904
KIAA1211,0.04597030855183545
ZNF581,0.04612672429814164
XPR1,0.046139917549848454
B3GALNT2,0.046154663688744386
DAPK2,0.046188541645486844
SHISA2,0.04620997705583885
PARPBP,0.04624766811303617
PHF7,0.046272480756358654
ACSS2,0.04629286402602051
SPIN4,0.04631343498642113
SLC27A5,0.04632691914324473
NT5DC3,0.04641161031977711
C14orf80,0.04646416711543997
MEST,0.04651226301816441
C18orf54,0.04652470210735941
POLE2,0.04652744932844604
KIF15,0.04653439779555067
RFC4,0.046562849058381185
POC1A,0.04660640129417869
TMEM231,0.04667231104489412
EML5,0.04672649387847099
SMPD2,0.04685687601615022
EZH2,0.04686397037490572
DLGAP5,0.046868328041880854
ZFPM1,0.04687282339390625
UBXN11,0.046910648336795445
MCM10,0.046965561372837715
RANBP17,0.04697165959921893
STAP2,0.04697577142644301
CENPQ,0.046979367392236834
IDUA,0.04698273984811536
MAP6D1,0.04703868755736564
GLI4,0.04712663256090792
SLC22A4,0.047144337626075505
GEN1,0.04729350138516336
DNA2,0.04735560251469099
TTK,0.047379558198800006
ZNF714,0.0473953366712049
TMEM170B,0.0473992990018229
BLCAP,0.047408551493987844
DHX58,0.04744149932224439
AURKA,0.04748653988152251
GPSM1,0.04749981289693337
GPR137C,0.04752067931977245
CCHCR1,0.04755105267666882
SLC6A9,0.04756049316943086
BLM,0.047566788450286834
EPPK1,0.04758827730602264
RCCD1,0.047612712779738386
HACE1,0.04762350644837358
ZC2HC1A,0.04763071878286213
ABHD15,0.04763463383268353
LRFN4,0.04766574469500418
PARD6A,0.047743203054834364
TDRKH,0.047747325565810836
A1BG,0.04778662074421536
SLX1B,0.047797417967952754
ENO3,0.04780012254527631
RAI2,0.047819171046169694
NAA38,0.04784176008038311
KDM1B,0.04785470193659764
SGOL2,0.04785967043989269
PLK4,0.04786159050078986
KHK,0.04790787321768702
TUB,0.04792503926743076
GOLT1A,0.04794498294577021
C16orf93,0.04799062403272804
NCAPH,0.048022047560504426
KBTBD11,0.04802556813594089
CKAP2L,0.04803492520465595
ERVMER34-1,0.048038934480181504
TTLL7,0.048063526416954605
NOXA1,0.04808635162321498
HIST2H2AA3,0.048215616899204256
HTATIP2,0.04824464977237853
MAP3K10,0.04827059936523864
ZDHHC23,0.04829367338555912
PROSER2,0.048305000485973644
ZNF860,0.04832743642169393
EXO1,0.048365608717053726
RFWD3,0.04838681483642707
HOXC13,0.048391986963719824
DYX1C1,0.04839320678430357
TMEM47,0.04842514037408447
CDC25C,0.048484052019588504
HSPA12A,0.048516010857215394
BARD1,0.048517989117822645
CDC7,0.04867417403618952
OPRL1,0.04868590312645059
CC2D2A,0.048691325731556837
LCA5L,0.04876186435800627
SH2D4A,0.04883190259319805
ZNHIT2,0.04889570174326512
DSCC1,0.048912612921629316
ZNF165,0.04892139137306792
C21orf58,0.048956445209946374
UBE2C,0.048979664758264006
PDE8B,0.049009957562544816
E2F7,0.04906641392239362
ZFHX2,0.04908880112201898
C16orf59,0.04917917002408534
MORN1,0.04921063677791942
TIGD5,0.049357316248894105
COQ10A,0.0493633700499422
TFAP2C,0.04936679195679238
WDR62,0.049370126464446766
PPP1R3E,0.049385138582254295
IRAK1BP1,0.049484394573905584
MASTL,0.049491582260266294
CDK5R1,0.04949545554744787
C8orf37,0.04956961105912529
CDCA3,0.04959692456707046
AK8,0.04963981231513806
DPM3,0.049678935954818475
C7orf63,0.049685816118003094
EYA2,0.04970121774754565
ZNF780B,0.049792411379191
CASC5,0.04992952683079606
GPRASP2,0.04995179375255933
SLC17A9,0.05000208315712425
MRPS17,0.05000920302165291
HMGCS1,0.05001152883871624
CCDC96,0.0500683246168312
TMEM121,0.050068952979632715
ATAD5,0.05007512099524099
SUV420H2,0.05009928108896772
CGREF1,0.050109232123102906
VPS37D,0.05011111700889845
OTUB2,0.05019112077330653
MMS22L,0.05019630308294835
AKAP5,0.05024957393503779
OSGIN1,0.05027684102421388
ENAH,0.05028482564614122
C19orf54,0.050325237480336155
TP53I13,0.05034837131899018
FIGNL1,0.05047716255590088
KIAA1107,0.05048058465012812
FANK1,0.05052191809012502
NT5M,0.05058391677943239
CDCA5,0.05063640687476948
SCRN2,0.050686365595932245
FADS2,0.05072516264260887
MRM1,0.050777446656014365
NINL,0.05079971440029957
NEK8,0.05080328727196417
SLC23A2,0.050812861510965694
VIL1,0.050865219284098866
RNFT2,0.050871246498268824
MAGOHB,0.05088424584542995
GPSM2,0.0508950445385766
KIF24,0.051005219617467616
C10orf35,0.05106687886413639
TNFRSF18,0.05108149409922162
IQCH,0.05113163991428008
NUDT19,0.051137042633956936
ADSSL1,0.05116667689041333
SEC61A2,0.05118671469025665
FAM211B,0.051270675596613136
PUS7L,0.05135017400963929
TTC18,0.05139118949014057
CLCN2,0.05140409082724154
DNAH14,0.05142301750160275
GPT2,0.051440225026016105
PLGRKT,0.05145932678535453
PGAP1,0.05146302072614464
KIFC1,0.051503943485744406
MLLT11,0.05153631965317112
PFKFB3,0.051577014125391174
SEMA6A,0.05158073956597568
RWDD2A,0.05159970052752199
EXOSC3,0.05160081189741003
GPR143,0.051679937575514354
CKS2,0.051709627038053374
ZNF853,0.051792703419093256
KCNQ3,0.051793131222098866
AXIN2,0.05179413960753938
DFNB31,0.051855811564097194
ACER2,0.05186824198249185
NAT14,0.051889210815174065
ZP3,0.05189361171006841
TMEM198,0.051902136779227705
SMARCD3,0.05205533415843249
ATP5G1,0.0520714697093782
ZNF440,0.052132145227291336
KIAA0895L,0.05217038248905309
MPP3,0.05217876865580803
ASPM,0.05219609491739428
EFNB3,0.05221649575568074
SHROOM1,0.05225907258916953
ITGA2,0.05226530974325261
TROAP,0.052283050351826434
PECR,0.052286788973109184
FANCG,0.05230574320861931
KIAA1161,0.052342160966388884
STX1A,0.05234637591758973
C5orf63,0.05234788196335732
RSPH1,0.052420620694361326
ANO8,0.05243018606840547
PIM3,0.052497800905338246
ELL3,0.052608347614857894
QPRT,0.052624730587413085
ADPRHL1,0.05262612066112079
EXOSC4,0.052627947244300546
SPATA18,0.05264213809482763
C5,0.052652500071241407
FBXL6,0.05268358444436415
PLEKHG4,0.0527177450798896
C16orf74,0.05284819388975852
GTF2H2,0.05296901811133725
C1orf112,0.05300409441616156
GPRIN1,0.05304727744811948
PLK1,0.0530502243432508
SHPRH,0.05306962151080089
ACOT7,0.053084803360038305
DBF4B,0.05312487543061031
ASUN,0.05315072959193629
TMEM98,0.053159698805017155
C12orf49,0.053192700487444525
LDHD,0.05322597750918094
ANO9,0.05323312280660843
MST1R,0.053328599186592864
AZI1,0.053338820029825276
ACTR3B,0.053405476461803866
PTRH2,0.05341982389564118
ARHGEF6,0.0534333289979788
MED20,0.05344585159419936
PTPLAD2,0.05345534709079575
FAM173A,0.05354671850154369
SLC29A2,0.05359666604589979
ECHDC3,0.05366578389065577
SOCS2,0.05367940854396292
RMI2,0.05377662086076854
SLC1A1,0.05378252214009479
TRIP13,0.053800217503739485
KIF18B,0.053827742274668855
SLC45A4,0.05385545460546383
HSPA13,0.05387510021942932
GKAP1,0.05396954842028257
LEF1,0.05400970128907902
CHAF1A,0.054074374950356635
L2HGDH,0.054076976167015595
ARHGEF19,0.054080864451198744
TSPAN6,0.05418434543350254
TET3,0.05433412594524781
BYSL,0.05437425957779991
DSEL,0.05438023945907606
PLXNB3,0.05448790162356214
PFDN4,0.05454336423460651
EPS8L1,0.054583559232018734
BOLA1,0.05464178853946119
C2orf81,0.0546568288187417
C8orf76,0.05466406278068498
HSD17B14,0.05470965649528316
XPO5,0.054775604879265236
RBBP8NL,0.054866924552513574
FAR2,0.054874588009418634
ZNF367,0.05487566908036354
ARHGEF18,0.054894143274133354
BIRC5,0.05491541864841065
APBB1,0.054924766224047405
ZNF497,0.05494908996464447
PIGW,0.05496265058829766
PDE6B,0.055015399301803936
ATG16L2,0.0550347208009902
SRD5A3,0.05506400316536935
B9D1,0.05510969440515003
KIF20A,0.05518167795036751
ESPN,0.055196971843873885
RAB36,0.0552119125449228
RFC3,0.05521833639627022
PSMC3IP,0.05522500157525661
DKC1,0.05525626002572807
KIAA1671,0.055264217516136284
CDC14A,0.05527998780775983
E2F5,0.055290082783138045
MCC,0.05533525806774028
C1orf51,0.05544639506778638
PIDD,0.05545154957273759
ZBTB12,0.0554804247906017
LACTB2,0.05554149134935365
TP53INP2,0.055547140040816234
HMMR,0.05554740028932269
RAD9A,0.055696164712223356
C17orf97,0.05572705779591178
RPS6KA5,0.05576624915329571
CENPO,0.055809964684049355
TCF19,0.05581156894393483
ZNF121,0.055828661850513904
MAPK6,0.05588672062483307
ANG,0.055889280624811
SMPDL3B,0.05592418717523353
ARHGAP33,0.055950572138259956
GALNT16,0.055964990078125595
RNF208,0.056026604802553684
MTERFD1,0.0560494442942573
ZNF707,0.056096974773227164
ACP6,0.056250174778772415
SLC22A15,0.05627899444294543
KIF20B,0.05630023861765362
PRPS2,0.05630425488604838
ERP27,0.05637264853130085
MPDZ,0.056380745227383844
GINS4,0.0564226466273208
9-Mar,0.056533303784581504
SPATA17,0.05672498938830081
RAB38,0.05681512546315998
ESM1,0.05686481606659784
CKAP2,0.05693372716574485
MRPL12,0.05698416505515748
SNTA1,0.05701079001843662
GPR56,0.05702339263155879
CHAF1B,0.05702742341481276
CCDC103,0.0570540118860206
C3orf67,0.057105858444521734
TRAM1L1,0.05714413202500954
ARHGEF28,0.05719809377724259
FUCA2,0.05727312510881205
DMPK,0.05729788297735745
MYBL2,0.05735867085620195
MFSD7,0.057429663155596875
EFNA3,0.05745473243521926
AARD,0.05746373999851755
GDPD1,0.05749028198775511
CTNNBL1,0.057501672783441184
HES6,0.057514325513024295
ACAT2,0.05752011721974898
NRBP2,0.057528425298144156
GINS1,0.057530959720873305
AMACR,0.057614910133256196
PITX1,0.05764524265759254
UVRAG,0.057730087284857956
PNPLA7,0.057734389320031304
AC004381.6,0.057778050930670316
HAGHL,0.05786645032558134
PDXP,0.05789462175466675
EIF2AK2,0.05790319626256906
KIAA1377,0.05801115627863552
DNAH10OS,0.05804740134537473
RTEL1,0.058172593534826
CHD7,0.05822010484819436
MLF1,0.0582726701292334
RAD54B,0.058275025694592864
NCAPG,0.05829324063578764
NCOA3,0.058298456824787404
SH3D21,0.05833613567572548
LRRC23,0.05836472445759131
C20orf96,0.058410043730088214
DIRAS1,0.058421121332707014
STOX1,0.05844555101214272
TPPP3,0.058541068734365376
CARD14,0.058629995068840195
KNSTRN,0.05865870035696595
TTN,0.05866276756102481
ANKRD13B,0.05872763735782188
CDC6,0.05873421125445479
TTI2,0.05875071652442706
GARNL3,0.05875389069816866
WNT9A,0.05892095267825289
APOO,0.05893066662753323
NTHL1,0.059006111685280645
KIF3C,0.059077033005135775
MKI67,0.05912312489002647
SCAND1,0.059132178706136455
MRPL30,0.05915663861677091
FBF1,0.059187281629793934
ABCB9,0.05927515710297968
OXLD1,0.059304537093053056
TONSL,0.05932825281639552
TATDN1,0.05932980549806535
ZDHHC24,0.0593628817080797
EPHA10,0.05936693399264177
DUSP14,0.05943036489274666
COMMD3-BMI1,0.05943137711820316
EPB41L4B,0.05944073736090764
SYTL1,0.05946226368472913
MTUS1,0.059486749288425116
WNT7B,0.05952514650786772
C1orf233,0.059573742887538965
CCRN4L,0.05962395762474708
ZNF607,0.059648735081615695
RASSF6,0.05968480506980121
GRAMD1C,0.05977770766644006
YBX2,0.05991815304428873
RAD51AP1,0.05993628121314711
RAPGEF5,0.059955798556152316
SGCB,0.05997833491139524
PRIM1,0.05998911964779909
HCN3,0.060100917135593526
WNK2,0.060131594449871206
PAIP2B,0.060213955476336685
NYNRIN,0.06023488897518421
TDRD5,0.060235093838127536
NUF2,0.060317032251444073
RCE1,0.06035715420218621
TRAPPC5,0.06039231559275795
ICA1L,0.060534923851275756
ZNF100,0.06055899444809091
DMTN,0.06061387119226704
HEXIM2,0.06064379082281434
BRSK1,0.06065242494328695
UBE2S,0.06075293680295778
STXBP4,0.060768479807968526
HILPDA,0.06077019101669567
C8orf82,0.060799636404562915
TLCD1,0.06080878646577033
C9orf116,0.060895010909110904
MAPK8IP3,0.0610301670809144
EVA1B,0.061211393292082625
OSBP2,0.06124443629528701
MOCS3,0.061368262661274736
HAUS6,0.06138663237152541
PKMYT1,0.06148061502290895
SPA17,0.06155558061729187
GPC1,0.06156236450689175
PRRT2,0.06160675731176927
ZNF493,0.061616707356644915
CMTM8,0.06164730121931793
CCS,0.06166317491549119
AL163636.6,0.06168019924101878
PUS7,0.0617270933932846
FAM198A,0.06175701976758253
PVRL4,0.06181609192219461
PTPRU,0.061877096596597674
BUB1B,0.061986547892477414
MPHOSPH9,0.06203974730900711
PODXL,0.06210085133196981
NAV2,0.06220418857455842
TK1,0.062234297411161786
MTRR,0.06230093516376741
KIF23,0.06230865377248901
OSBPL6,0.06231638259965572
CDK4,0.06236624407507806
NAPRT1,0.06249120082147221
SLC39A4,0.06253622751823314
OTUD6B,0.06256051947521941
FGD6,0.06257183928794112
LIPH,0.0625904098141568
CTD-2267D19.3,0.06262962344830868
ASF1B,0.06265302536926189
ACADS,0.062653752359124
MYBL1,0.06268804576464079
ACKR3,0.06271561127043161
CBLC,0.06277497376217434
BRIP1,0.06280782065978888
PLA2G6,0.06282968516733584
FSD1L,0.06285085504397157
ARMCX1,0.06296668008741359
FAM47E,0.0629855524951421
FAXC,0.06304959591593158
BRWD3,0.06314462134041862
ZNF681,0.0631649461924412
PBK,0.06319343568487915
ENDOD1,0.06331963352629294
RRS1,0.06334326223761837
ABHD3,0.06355548994921953
FANCD2,0.06360091237672842
TRIM66,0.06360817202458371
HIST1H4H,0.06361449395506967
FANCL,0.06365157552665884
SRC,0.06370942880311817
KLHL35,0.06372939461372482
FEM1A,0.0637380956156498
DDX11,0.06373888312843323
SKAP1,0.06375081447295948
ALDH4A1,0.06383868916730406
OLFML2A,0.06393871000971567
ZNF626,0.06404297777072497
SPIRE2,0.06408577300600572
CENPP,0.06411394489557125
CHTF18,0.06412039314075872
MST4,0.06415455673566013
ARMCX2,0.06415604650866799
SMYD3,0.06416271286762595
ACBD4,0.06417442811208895
FIG4,0.06418186154005252
PHF16,0.06426065388070423
WDR54,0.06431321144946665
CBX8,0.06433690105977288
C15orf38-AP3S2,0.0644245597360267
GABPB1,0.06449490406455116
ALDOC,0.0645807898003102
TMEM132A,0.06459992284692874
NFKBIZ,0.06460717886247849
DYNC2H1,0.06471626050896791
NUDT5,0.06490014192980406
