,Eigen-Patient
FGFR3,0.27894945038250596
TP53INP1,0.28056149762017146
WFS1,0.2808578728328533
DACH1,0.28263427560788806
ABCC5,0.2835619900590664
ITPR2,0.2841399209215601
DENND1B,0.28514757317369777
VDAC3,0.28560376855412783
MAP7,0.28607820108360354
ERMP1,0.2881503854757861
BCAS1,0.28848859480029543
BAIAP2,0.28866372285328534
CRIP2,0.29268534446471617
TMEM106C,0.292995835421681
IKBKB,0.2930339855490326
CSE1L,0.29403538456560885
SEMA3C,0.2952289907739807
LDLRAD3,0.29604202719575307
CLNS1A,0.29726114451724667
QDPR,0.29738256618510583
PTPRN2,0.2975112648395143
IRF6,0.30067155765887066
ADIRF,0.3008906906066574
DNAJC1,0.30218777811306685
USP14,0.3023806323838349
ARSD,0.30281199502191775
KIAA1429,0.30343972564213256
KIAA0196,0.3038706252721877
NUP210,0.3038798569496064
NELL2,0.3047865381297341
SMARCE1,0.30514657989644717
RALGAPB,0.30777053687032835
KIAA0040,0.308129830675277
FBP1,0.3099349896433419
FAM102B,0.3111337348721217
ENPP5,0.3116005347076646
ITPR1,0.3133148980513878
HIST1H2AC,0.3153106402809676
LGALS8,0.31714205792327516
BMI1,0.3182701953977535
ENPP1,0.320326159649349
AKR7A3,0.3213602984049195
ESRP1,0.3226057986378135
SEPHS2,0.323241533817944
PKIB,0.32632034000528015
SLC1A4,0.32774811931548414
MGAT4A,0.3285511825583555
CACNA1H,0.32983644769654213
TPI1,0.3302931005078846
BAG1,0.3306182448465551
ENO2,0.33372521421560736
ARFGEF2,0.333987767704175
RBBP7,0.3360242349012766
LMX1B,0.3383731604740087
SLC19A2,0.3404735114369651
CLIC6,0.3407172397306458
FAM83H,0.34079257487936565
RMND1,0.34182032546861174
UGDH,0.3430867252815385
SEZ6L2,0.34401453759932943
IFI27,0.347571006497803
CERS4,0.3479601448605249
PTPRT,0.34887170846608745
TTLL12,0.35115379107344563
SLC44A4,0.3545378139479044
PTMS,0.35567066469288294
CMBL,0.3576206783889456
ZNF587,0.3585012073847719
CPE,0.36007210326210787
DNAJC12,0.36060237574266807
CYB5R1,0.3609157929968252
HIST2H2BE,0.36259437919020177
SYAP1,0.3629681408664327
PPFIA1,0.3657914376032076
SUCO,0.3672153188060902
SLC16A6,0.3675342980116273
ZNF552,0.3695704382143208
PPAPDC1B,0.3734543220802198
ARHGAP32,0.3738718771154993
MAL2,0.37446790739218044
PLEKHF2,0.37704050392251875
ARNT2,0.37742155237403496
SCNN1A,0.382102594618311
DCAF10,0.38506588891786386
RASEF,0.3869151182041664
DLG5,0.38857593827239434
TPRG1,0.38978556553380833
RARA,0.39003308480610943
UBR5,0.39181655583329905
PARD6B,0.39446600271972515
DNAJA4,0.39517561125670014
CXXC5,0.397791430259975
SERINC2,0.3984899004857529
GOT2,0.3987782460399963
PAICS,0.40034189125137837
NDUFC2,0.4017342812210001
CCDC117,0.4022411425072338
NKAIN1,0.4030664359464248
TMC4,0.4046113469384697
LYPLA1,0.4059337807197955
CREB3L4,0.40595796424249236
TOB1,0.4061276627876209
SLITRK6,0.40858218736942786
NET1,0.4088969381691236
SEMA3F,0.41022092268164073
GRB2,0.41064253002378764
TSPAN1,0.41071254293486464
IFI6,0.42183273583429637
CYB561,0.4254111960951875
EPCAM,0.42581604393509037
SERINC1,0.42951360492625895
ST3GAL1,0.4300653020434359
CAND1,0.4318460473391921
TTC39A,0.4335038106206459
ATP8B1,0.4422319147473604
ABCD3,0.4436413191596697
ARFGEF1,0.4450909011290886
ENSA,0.44544641715517397
ASH2L,0.4478066677412224
CACNG4,0.44796653459588
CGN,0.4503426297429363
SH3BGRL,0.4506270155994552
KCNE4,0.45083695590031986
GFPT1,0.45287680534967145
CYBRD1,0.4535840128975573
GALNT7,0.45537624066313626
SYTL2,0.4554001571027967
NPEPPS,0.45715726126648254
SIAH2,0.4575146150379308
SORD,0.4599213104661606
REPS2,0.4619899259814968
ZNF217,0.46469582824762445
WBP11,0.4667980781012901
MT-ATP8,0.46867126793213815
PRKDC,0.4702258777907166
MYB,0.47451700558060045
FXYD3,0.47505502972739627
SLC7A8,0.48162761672242005
AR,0.4822044673701935
ALCAM,0.4829285761128488
IER3,0.4867667791200086
LRIG1,0.4963244795885759
TFAP2A,0.49977261913089294
NEBL,0.5034003630655358
TOP2A,0.504384349337882
SQSTM1,0.5069222773932592
EXOC2,0.5142995274866827
FAM84B,0.5154449523212066
ABCA3,0.5164773713424475
PPDPF,0.5216072180287503
IGFBP2,0.5287978394316878
GREB1,0.53194527594032
ANO1,0.5332282827502439
CPNE3,0.5345970361610123
MSI2,0.5358538241465199
AZIN1,0.5389041363191347
TBX3,0.5391296318185033
ZNF24,0.5431967372662142
ECM1,0.5454715270027516
SYT7,0.5477502609188014
PTPN1,0.5587148273980915
AGPAT6,0.5598843312831591
PRSS8,0.5610902981335892
SPDEF,0.5641746616868379
GALNT6,0.5707424806374636
CCT2,0.5713064906733073
NAT1,0.5730406525928241
MUC1,0.5731042244344992
RET,0.5772623191485533
KDM4B,0.579939125998333
EMP2,0.5966203153966596
QSOX1,0.5969430548005288
KIAA1244,0.6030689712715466
HID1,0.6152864582546956
SUB1,0.6166955896268905
H2AFJ,0.6200791701395578
CANT1,0.6285670745918487
PANK3,0.6287237876768546
TCEAL4,0.6303082879155758
HSPD1,0.6422849983652752
GRINA,0.6732836341384202
AMFR,0.6745967295340886
KCTD3,0.6779118589733851
MYO6,0.6854297764385564
MT-ND3,0.6946905249284168
SMIM14,0.6951097294086811
UGCG,0.7008938039446656
NUCB2,0.7017001173234759
MAPT,0.7174636891416072
EEF1A2,0.7372267020662414
PIGT,0.7394718914269275
CTTN,0.7570800126390933
RPN2,0.7630684687848177
EFHD1,0.7653572180469059
MCCC2,0.7828300543449498
RPL8,0.7835785910427159
LRBA,0.8346510684085432
LASP1,0.8353048711083347
PRSS23,0.8551797201646963
C4B,0.8570553036168909
VAV3,0.8622412917709128
H1F0,0.8743689697195445
EVL,0.8979641676272313
MRPS30,0.9065518254610118
CELSR2,0.9107380257645922
EIF3H,0.9116883917618314
CERS6,0.9229959582541883
C4A,0.9271394402539413
SREBF1,0.9481205628492881
RAD21,0.9486580275568127
PTP4A2,0.9833109198924469
LAPTM4B,0.9852860829191905
PTPLAD1,0.9979342955769775
NPNT,1.0002485664606293
PREX1,1.0007040357870995
STARD10,1.0139533270308867
C6orf211,1.0179919187132647
AHNAK,1.0317456920893722
PRLR,1.0335586372713148
ABHD2,1.0522998514411244
CELSR1,1.0917624883706936
THSD4,1.0957538412193883
BCAM,1.131150263663216
HSPB1,1.1553122664143638
WWP1,1.1585057355549737
BHLHE40,1.1823937563432034
TPD52,1.223954589118538
SLC7A2,1.224830890142094
HSPA1A,1.2282366837914886
GPRC5A,1.2402667218548022
ELP2,1.2564969061030506
AFF3,1.2597565960765984
CLTC,1.2850930053049536
MLPH,1.3217262298836547
SLC38A1,1.3250985456771434
AP2B1,1.338453132553307
ERBB3,1.3509539223040306
TFF3,1.3767284335231402
SCD,1.4225977105766385
PBX1,1.473667277994576
RAB11FIP1,1.5398896314011252
FOXA1,1.5487251780818525
CRABP2,1.5730848178650063
ZNF703,1.6001583921592901
GNAS,1.6144440355949015
FKBP4,1.7376283010910412
SLC9A3R1,1.8044948445442515
TSPAN13,1.8249797805775088
MT-ND5,1.8308036359067332
CDH1,1.898506446081816
YWHAZ,1.9062521666965442
SERPINA3,2.0843468916563306
DHCR24,2.087997198770407
TRPS1,2.0978972061631316
BMPR1B,2.107085645875294
KRT18,2.2540116538060335
DSP,2.290649712462751
KRT8,2.3387578795189268
GFRA1,2.4034625137700014
CA12,2.45531276565568
SCUBE2,2.568723990654981
GAPDH,2.6289598245193497
FLNB,2.8570913051429616
MT-ND1,2.8917865541442564
TBC1D9,2.9921880408827364
GATA3,3.106740158770096
AGR2,3.362588153266184
MAGED2,3.380738848252037
HSP90AA1,3.4531338878160516
ALDOA,3.8222728137218716
MGP,4.181223541857884
ESR1,4.269700707736302
CCND1,4.312946857419324
COX6C,4.556989806763858
MT-ND2,4.603683558510787
KRT19,5.340815308779921
SLC39A6,9.27266808255394
XBP1,9.580963988245758
